Date, USD, JPY, BGN, CZK, DKK, GBP, HUF, LTL, LVL, PLN, RON, SEK, CHF, NOK, HRK, RUB, TRY, AUD, BRL, CAD, CNY, HKD, IDR, INR, KRW, MXN, MYR, NZD, PHP, SGD, THB, ZAR, ILS 
25-Jul-13,1.3202,131.81,1.9558,25.959,7.4568,0.8637,296.78,3.4528,0.7025,4.2433,4.3885,8.6085,1.2365,7.8255,7.4955,43.01,2.5424,1.4388,2.9711,1.3593,8.0992,10.2416,13562.29,78.035,1474.04,16.7041,4.2227,1.6423,57.245,1.674,41.085,12.9619,4.7441 
